,gdp_per_capita,gdp_per_hour
0,4602.58,2.438100000000002
1,39720.95,27.660700000000016
2,35374.0,20.49310000000004
3,17335.05,12.6894
4,32492.18,21.120699999999985
5,60972.87,41.486800000000045
6,5595.26,3.2711000000000006
7,24353.07,13.709100000000012
8,16947.38,11.116199999999994
9,112431.38,62.83379999999986
10,6270.86,3.462399999999999
11,29150.0,17.415399999999998
12,40561.0,27.660700000000016
13,1441.79,0.8838999999999995
14,82929.3,57.65879999999989
15,364.69,0.4778000000000004
16,593.77,0.5967000000000009
17,11560.24,6.383299999999994
18,43283.02,29.280099999999997
19,32503.6,21.120699999999985
20,24000.0,13.709100000000012
21,42365.0,29.726599999999966
22,7449.68,4.065200000000007
23,17391.62,12.6894
24,695.9,0.5536999999999993
25,528.79,1.1745999999999996
26,2968.25,2.2729999999999997
27,7335.19,3.974600000000006
28,5976.9,3.651999999999999
29,739.7,0.5988999999999995
30,69000.0,42.52410000000007
31,5313.03,3.117000000000002
32,31500.0,20.908400000000007
33,19262.61,12.511999999999995
34,6637.07,3.760199999999998
35,90000.0,62.83379999999986
36,48514.0,32.423600000000015
37,4504.13,2.559100000000003
38,994.44,0.8376000000000005
39,36202.64,21.530700000000046
40,11283.42,6.2836999999999925
41,27953.34,17.634599999999985
42,10140.74,6.042499999999991
43,11399.4,6.2836999999999925
44,3300.8,2.2082999999999986
45,42320.89,29.726599999999966
46,24678.0,14.140700000000006
47,18856.88,11.87439999999999
48,7500.0,4.065200000000007
49,2462.55,2.334199999999998
50,18800.0,11.59119999999999
51,63428.36,40.76100000000007
52,10693.0,6.114699999999991
53,20628.69,12.338000000000022
54,46200.0,28.994799999999977
55,8629.53,6.003099999999992
56,45269.5,28.154299999999953
57,1395.16,1.0752552155300008
58,21478.82,13.415200000000013
59,67948.89,42.52410000000007
60,33305.63,21.074500000000015
61,1025.3,1.0846999999999996
62,7141.96,3.8076999999999988
63,744.6,0.6538000000000004
64,886.27,0.7462000000000001
65,14155.17,8.589499999999983
66,8489.72,6.003099999999992
67,20323.15,12.33860000000002
68,2042.64,1.5935
69,3473.36,2.3358000000000043
